complaint_id,ward,area,landmark,category,complaint_text,language,urgency_level,votes,total_complaints_received,status,date_submitted,has_image
MG-00142,KMC-22,Hattisar,Hattisar,Illegal Construction,Road being dug for private pipe laying near Hattisar without permission. No restoration plan.,en,2,1,3,New,2025-08-13,No
MG-00143,KMC-12,Thamel,Jyatha,Traffic/Signals,Road divider broken near Jyatha. Vehicles crossing to wrong lane. Please put barriers immediately.,en,3,4,4,WIP,2025-12-31,No
MG-00144,KMC-31,Sankhamul Ghat,Sankhamul,Road/Pothole,Pothole near Sankhamul caused my motorcycle to fall. Several accidents happening at same spot. Very dangerous.,en,3,20,19,WorkDone,2026-03-30,Yes
MG-00145,KMC-24,Thapathali,Kalopul,Road/Pothole,"Thapathali road near Kalopul is very bad condition xa. Potholes everywhere, monsoon ma aru problem huncha.",mix,1,7,12,New,2025-11-04,No
MG-00146,KMC-15,Sinamangal,Sinamangal,Noise Pollution,Loud music from Sinamangal party hall near Sinamangal until late night. Children and elderly suffering.,en,2,16,26,WIP,2025-12-14,No
MG-00147,KMC-6,Chakrapath,Lazimpat Crossroad,Illegal Construction,Encroachment on footpath near Chakrapath by Lazimpat Crossroad shop. Pedestrians forced to walk on road.,en,3,15,10,WIP,2026-01-10,No
MG-00148,KMC-29,Bansbari,Lazimpat Upper,Street Lighting,Street lights off xa Bansbari ma since 8 weeks. Lazimpat Upper najik very dangerous xa.,mix,2,0,5,WIP,2025-06-20,Yes
MG-00149,KMC-30,Minbhawan,Kamalpokhari,Road/Pothole,Kamalpokhari najik sadak ma thulo khaldo cha. Motorcycle wala haru lai problem bhairako xa. Urgent repair garnuhos.,ne,2,0,12,New,2026-03-05,No
MG-00150,KMC-5,Prime School,Lazimpat,Public Facilities,Drinking water tap at Lazimpat broken. People waiting in queue but no water available.,en,2,14,13,New,2025-04-20,No
MG-00151,KMC-9,Tripureshwor,Kalimati Bazaar,Water/Drainage,KMC-9: Water supply not regular in Tripureshwor. We get water only 10 days per week. Please fix the pipe.,en,2,1,1,Not Required For Now,2025-08-10,No
MG-00152,KMC-28,Tokha Road,Sukedhara,Street Lighting,Street lamp near Sukedhara is broken and wires are exposed. Electric shock risk. Please repair immediately.,en,1,18,1,WorkDone,2025-09-02,No
MG-00153,KMC-2,Ichangu Narayan,Ichangu Narayan,Water/Drainage,"Drainage blocked in Ichangu Narayan near Ichangu Narayan. Rainwater not draining, road turning into pond. Mosquito breeding.",en,1,0,4,WIP,2026-03-07,Yes
MG-00154,KMC-19,Tripureshwor,Kalimati Bridge,Flooding,KMC-19: Flooding in Tripureshwor is annual problem. No permanent solution being implemented.,en,3,28,8,WIP,2025-11-15,Yes
MG-00155,KMC-12,Jyatha,Jyatha,Electricity,Load shedding schedule not being followed in Jyatha. Cuts happening outside scheduled hours too.,en,3,7,11,WIP,2025-09-07,Yes
MG-00156,KMC-25,Gongabu,Balaju,Noise Pollution,Loud music from Gongabu party hall near Balaju until late night. Children and elderly suffering.,en,3,16,14,Not Required For Now,2025-06-23,No
MG-00157,KMC-25,Gongabu,Gongabu Bus Park,Street Lighting,Gongabu ma street light 2 hapta dekhhi baliraheko chaina. Raat ma danger xa pedestrian ko lagi.,ne,1,8,1,New,2025-04-25,No
MG-00158,KMC-3,New Road,Ason,Flooding,Bridge at Ason gets submerged during monsoon. Alternative route very long. Need height increase.,en,3,2,1,Rejected,2026-02-03,No
MG-00159,KMC-31,Sankhamul,Sifal,Flooding,Low lying area near Sifal completely submerged after rain. Residents stranded for 47 hours.,en,3,3,12,New,2025-10-02,No
MG-00160,KMC-32,Gairidhara,Sinamangal,Noise Pollution,"Generator noise from Sinamangal business unbearable. Running 24 hours, no muffler. Please regulate.",en,2,5,3,New,2025-06-25,No
MG-00161,KMC-27,Gokarneshwor,Jorpati,Street Lighting,Gokarneshwor ma street light 4 hapta dekhhi baliraheko chaina. Raat ma danger xa pedestrian ko lagi.,ne,2,7,5,WorkDone,2025-07-28,No
MG-00162,KMC-32,Gairidhara,Sinamangal,Traffic/Signals,Signal timing at Sinamangal is too short for pedestrians to cross safely. Elderly people at risk.,en,1,14,9,New,2026-02-25,No
MG-00163,KMC-4,Hanuman Dhoka,Basantapur,Garbage/Sanitation,Illegal dumping happening near Basantapur. People throwing construction waste. Ward office not taking action.,en,1,4,4,WIP,2026-03-27,Yes
MG-00164,KMC-27,Jorpati,Jorpati,Illegal Construction,Encroachment on footpath near Jorpati by Jorpati shop. Pedestrians forced to walk on road.,en,3,7,2,Rejected,2025-07-10,Yes
MG-00165,KMC-13,Tinkune,Tinkune,Public Facilities,"Community hall in Tinkune roof leaking, walls damaged. Not usable for meetings. Please repair before monsoon.",en,2,3,8,Not Required For Now,2025-12-10,Yes
MG-00166,KMC-6,Chakrapath,Chakrapath,Road/Pothole,"KMC-6, Chakrapath: Road condition is very bad, multiple large potholes. Daily commuters affected. Been like this for 7 weeks.",en,2,0,1,New,2025-08-25,No
MG-00167,KMC-22,Battisputali,Naxal,Illegal Construction,Illegal construction blocking public road near Naxal in Battisputali. Emergency vehicles cannot pass.,en,1,17,2,New,2025-10-25,Yes
MG-00168,KMC-14,Jadibuti,Koteshwor,Electricity,Power outage in Jadibuti for 36 hours daily. NEA not giving advance notice. Businesses losing money.,en,2,12,11,New,2026-01-23,No
MG-00169,KMC-6,Chakrapath,Chakrapath,Traffic/Signals,"Traffic light at Chakrapath intersection not working since 2 weeks. Rush hour very dangerous, near accidents daily.",en,3,2,20,New,2025-10-19,Yes
MG-00170,KMC-18,Balkhu Chowk,Balkhu Chowk,Street Lighting,Balkhu Chowk ma street light 7 hapta dekhhi baliraheko chaina. Raat ma danger xa pedestrian ko lagi.,ne,2,7,5,New,2025-11-29,No
MG-00171,KMC-6,Lazimpat Crossroad,Maharajgunj,Electricity,Electric pole near Maharajgunj leaning dangerously. Wires sagging low. Children and vehicles at risk.,en,1,0,8,New,2025-11-17,Yes
MG-00172,KMC-6,Maharajgunj,Lazimpat Crossroad,Noise Pollution,Loudspeaker at Lazimpat Crossroad from early morning. Religious event going on for weeks without permission check.,en,1,5,20,WorkDone,2025-09-19,Yes
MG-00173,KMC-27,Gokarneshwor,Jorpati,Illegal Construction,"Building being constructed without permit near Jorpati. No safety barriers, debris falling on road.",en,1,2,5,New,2025-08-25,Yes
MG-00174,KMC-20,Swayambhunath,Swayambhu,Traffic/Signals,Road divider broken near Swayambhu. Vehicles crossing to wrong lane. Please put barriers immediately.,en,2,0,1,New,2025-05-22,No
MG-00175,KMC-22,Hattisar,Hattisar,Electricity,Load shedding schedule not being followed in Hattisar. Cuts happening outside scheduled hours too.,en,2,7,11,New,2025-09-13,No
MG-00176,KMC-19,Kalimati Bridge,Kalimati Bridge,Noise Pollution,Loudspeaker at Kalimati Bridge from early morning. Religious event going on for weeks without permission check.,en,1,10,4,Rejected,2025-12-23,No
MG-00177,KMC-12,Jyatha,Jyatha,Road/Pothole,KMC-12: Jyatha paas ma road broken xa. Daily commuters affected hunchhan. Fix garnus ASAP.,mix,3,11,7,WIP,2026-01-23,No
MG-00178,KMC-16,Jawalakhel,Pulchowk,Garbage/Sanitation,Kachra sankalann gardaina Jawalakhel ma. Pulchowk ko छेउ pile bhairako xa. Urgent help!,ne,3,4,9,WIP,2025-04-15,No
MG-00179,KMC-3,Indra Chowk,New Road,Water/Drainage,"Open drain in Indra Chowk overflowing near New Road. Sewage smell unbearable, health risk for nearby residents.",en,2,6,11,Not Required For Now,2025-08-27,Yes
MG-00180,KMC-7,Singha Durbar,Maitighar,Illegal Construction,Road being dug for private pipe laying near Maitighar without permission. No restoration plan.,en,2,9,23,WIP,2025-10-10,No
MG-00181,KMC-31,Sankhamul,Sankhamul Ghat,Electricity,Power outage in Sankhamul for 50 hours daily. NEA not giving advance notice. Businesses losing money.,en,2,4,9,WIP,2025-08-04,Yes
MG-00182,KMC-29,Budhanilkantha Road,Bansbari,Public Facilities,"Public toilet near Bansbari in Budhanilkantha Road is very dirty, broken taps, no water. Commuters suffering daily.",en,2,7,4,WIP,2025-06-26,Yes
MG-00183,KMC-28,Sukedhara,Suryabinayak,Electricity,Electric pole near Suryabinayak leaning dangerously. Wires sagging low. Children and vehicles at risk.,en,1,6,8,WIP,2025-09-17,Yes
MG-00184,KMC-14,Koteshwor,Koteshwor Chowk,Water/Drainage,Paani leakage xa Koteshwor ma near Koteshwor Chowk. Daily paani waste hunchha. Please inspect garnus.,ne,2,1,3,WIP,2025-07-28,No
MG-00185,KMC-21,Naxal,Dallu Chowk,Flooding,Storm drain near Dallu Chowk choked with plastic. Heavy rain causes immediate flooding in Naxal.,en,3,6,10,WIP,2025-04-25,Yes
MG-00186,KMC-8,Dhalko,Kalanki,Water/Drainage,KMC-8: Water supply not regular in Dhalko. We get water only 4 days per week. Please fix the pipe.,en,2,6,13,WIP,2025-07-29,No
MG-00187,KMC-12,Jyatha,Thamel,Noise Pollution,"Generator noise from Thamel business unbearable. Running 24 hours, no muffler. Please regulate.",en,3,6,1,WIP,2025-12-26,No
MG-00188,KMC-32,Gairidhara,Hattisar Upper,Noise Pollution,Vehicle horns and noise near Gairidhara school affecting students during exam. Traffic diversion needed.,en,1,0,5,New,2025-12-10,No
MG-00189,KMC-11,Boudhanath,Jorpati,Noise Pollution,Loudspeaker at Jorpati from early morning. Religious event going on for weeks without permission check.,en,3,11,2,WorkDone,2025-08-22,No
MG-00190,KMC-28,Suryabinayak,Tokha Road,Street Lighting,No lighting from Tokha Road to Suryabinayak market. Several snatching incidents happened this week.,en,2,11,4,WorkDone,2025-12-04,Yes
MG-00191,KMC-23,Bagbazar,Bagbazar,Electricity,Electric pole near Bagbazar leaning dangerously. Wires sagging low. Children and vehicles at risk.,en,3,5,9,WIP,2026-01-08,No
MG-00192,KMC-19,Teku,Kalimati Bridge,Public Facilities,"Bus stop at Teku near Kalimati Bridge has no roof, broken benches. Passengers standing in sun and rain.",en,3,32,5,New,2025-04-05,No
MG-00193,KMC-16,Pulchowk,Jawalakhel,Noise Pollution,Loud music from Pulchowk party hall near Jawalakhel until late night. Children and elderly suffering.,en,2,6,4,WIP,2025-11-13,No
MG-00194,KMC-24,Dillibazar,Dillibazar,Traffic/Signals,Dillibazar ko traffic signal broken xa. Dillibazar ma rush hour ma jam hunchha daily.,mix,2,7,5,New,2025-08-28,No
MG-00195,KMC-32,Gairidhara,Gairidhara,Public Facilities,"Community hall in Gairidhara roof leaking, walls damaged. Not usable for meetings. Please repair before monsoon.",en,3,9,1,WIP,2025-08-12,Yes
MG-00196,KMC-11,Boudhanath,Boudhanath,Road/Pothole,Boudhanath najik sadak ma thulo khaldo cha. Motorcycle wala haru lai problem bhairako xa. Urgent repair garnuhos.,ne,1,17,3,WIP,2025-11-27,Yes
MG-00197,KMC-11,Bouddha,Boudhanath,Public Facilities,Park in Bouddha near Boudhanath has broken swings and rusted slides. Children getting injured. No maintenance.,en,1,4,5,New,2025-04-21,No
MG-00198,KMC-1,Sitapaila,Thankot Chowk,Water/Drainage,Drain blocked xa Thankot Chowk najik. Paani sadak ma thulo pool ma bharyo. Mosquito breeding bhairako xa.,ne,1,0,1,New,2025-11-02,Yes
MG-00199,KMC-9,Tripureshwor,Tripureshwor,Garbage/Sanitation,Overflowing dustbin at Tripureshwor in Tripureshwor. Rats and crows spreading garbage on road. Urgent cleaning needed.,en,2,1,4,WIP,2025-08-21,No
MG-00200,KMC-6,Maharajgunj,Maharajgunj,Water/Drainage,Paani leakage xa Maharajgunj ma near Maharajgunj. Daily paani waste hunchha. Please inspect garnus.,ne,2,1,2,New,2025-06-01,No
MG-00201,KMC-19,Kalimati Bridge,Tripureshwor,Public Facilities,Park in Kalimati Bridge near Tripureshwor has broken swings and rusted slides. Children getting injured. No maintenance.,en,2,10,8,New,2025-12-02,No
MG-00202,KMC-5,Lazimpat Chowk,Lazimpat,Traffic/Signals,Lazimpat ko signal kharab xa 3 hapta dekhhi. Rush hour ma accident hune dar xa.,ne,2,7,3,New,2026-03-01,Yes
MG-00203,KMC-14,Koteshwor,Koteshwor,Electricity,Load shedding schedule not being followed in Koteshwor. Cuts happening outside scheduled hours too.,en,2,3,18,WIP,2025-11-13,Yes
MG-00204,KMC-6,Chakrapath,Maharajgunj,Garbage/Sanitation,Garbage problem serious xa Chakrapath ma. Maharajgunj ko aagadi overflowing dustbin xa.,mix,2,3,1,New,2025-08-25,Yes
MG-00205,KMC-4,Basantapur,Freak Street,Garbage/Sanitation,Overflowing dustbin at Freak Street in Basantapur. Rats and crows spreading garbage on road. Urgent cleaning needed.,en,1,20,17,WorkDone,2025-11-23,Yes
MG-00206,KMC-9,Tripureshwor,Kalimati Bazaar,Water/Drainage,"Water pipe burst near Kalimati Bazaar in Tripureshwor. Street flooded, people walking in knee-deep water. Kids going school facing problem.",en,2,2,3,WIP,2025-07-17,No
MG-00207,KMC-32,Hattisar Upper,Sinamangal,Traffic/Signals,Signal timing at Sinamangal is too short for pedestrians to cross safely. Elderly people at risk.,en,1,4,1,New,2025-08-06,No
MG-00208,KMC-10,Gaushala,Pashupati,Illegal Construction,Unauthorized structure built on public land near Pashupati. Ward office ignoring complaints.,en,2,8,2,WIP,2026-02-02,No
MG-00209,KMC-4,Hanuman Dhoka,Hanuman Dhoka,Illegal Construction,Illegal construction blocking public road near Hanuman Dhoka in Hanuman Dhoka. Emergency vehicles cannot pass.,en,3,9,6,New,2025-08-14,Yes
MG-00210,KMC-13,New Baneshwor,Tinkune,Public Facilities,"Bus stop at New Baneshwor near Tinkune has no roof, broken benches. Passengers standing in sun and rain.",en,2,4,9,WorkDone,2025-11-30,Yes
MG-00211,KMC-27,Jorpati,Jorpati,Illegal Construction,Encroachment on footpath near Jorpati by Jorpati shop. Pedestrians forced to walk on road.,en,3,3,2,New,2025-12-04,No
MG-00212,KMC-4,Hanuman Dhoka,Freak Street,Public Facilities,"Public toilet near Freak Street in Hanuman Dhoka is very dirty, broken taps, no water. Commuters suffering daily.",en,2,15,3,WIP,2025-07-20,Yes
MG-00213,KMC-26,Balaju,Machapokhari,Flooding,"Balaju near Machapokhari floods every rain. Water enters houses, furniture damaged. Need proper drainage.",en,1,12,11,New,2025-11-16,Yes
MG-00214,KMC-13,Baneshwor,Tinkune,Water/Drainage,KMC-13: Water supply not regular in Baneshwor. We get water only 4 days per week. Please fix the pipe.,en,2,3,12,Not Required For Now,2025-12-19,No
MG-00215,KMC-30,Kamalpokhari,Shantinagar,Water/Drainage,KMC-30: Water supply not regular in Kamalpokhari. We get water only 2 days per week. Please fix the pipe.,en,3,2,2,Not Required For Now,2025-09-14,No
MG-00216,KMC-20,Swayambhunath,Swayambhu,Road/Pothole,Swayambhu najik sadak ma thulo khaldo cha. Motorcycle wala haru lai problem bhairako xa. Urgent repair garnuhos.,ne,1,0,1,New,2025-12-12,Yes
MG-00217,KMC-26,Balaju Industrial Area,Machapokhari,Water/Drainage,Paani leakage xa Balaju Industrial Area ma near Machapokhari. Daily paani waste hunchha. Please inspect garnus.,ne,3,1,13,New,2025-10-17,Yes
MG-00218,KMC-30,Shantinagar,Shantinagar,Flooding,Storm drain near Shantinagar choked with plastic. Heavy rain causes immediate flooding in Shantinagar.,en,2,3,4,Rejected,2025-11-15,Yes
MG-00219,KMC-10,Pashupati,Gaushala,Public Facilities,Drinking water tap at Gaushala broken. People waiting in queue but no water available.,en,1,2,4,New,2025-07-09,Yes
MG-00220,KMC-2,Balambu,Nagarjun,Traffic/Signals,Nagarjun ko signal timing thik chhaina. Buda manche haru cross garna sakdainan.,ne,2,2,2,WIP,2026-03-20,No
MG-00221,KMC-18,Balkhu,Balkhu Chowk,Illegal Construction,Encroachment on footpath near Balkhu by Balkhu Chowk shop. Pedestrians forced to walk on road.,en,1,1,2,WorkDone,2025-12-13,No
MG-00222,KMC-25,Gongabu Bus Park,Gongabu,Garbage/Sanitation,Illegal dumping happening near Gongabu. People throwing construction waste. Ward office not taking action.,en,2,2,19,New,2025-12-29,No
MG-00223,KMC-32,Hattisar Upper,Gairidhara,Garbage/Sanitation,Hattisar Upper ma kachra collection bhayena 3 din dekhhi. Gairidhara paas foul smell aaucha.,mix,1,1,16,New,2025-05-25,Yes
MG-00224,KMC-9,Kalimati Bazaar,Tripureshwor,Garbage/Sanitation,Kalimati Bazaar thito garnus. Tripureshwor paas ma kachra dherai xa. Kids le fohori ma khel racha.,ne,2,16,9,Rejected,2026-02-26,No
MG-00225,KMC-26,Machapokhari,Balaju,Traffic/Signals,Road divider broken near Balaju. Vehicles crossing to wrong lane. Please put barriers immediately.,en,2,3,11,New,2025-06-21,No
MG-00226,KMC-23,Mahaboudha,Bagbazar,Flooding,Low lying area near Bagbazar completely submerged after rain. Residents stranded for 43 hours.,en,1,8,13,Rejected,2025-06-18,Yes
MG-00227,KMC-21,Naxal,Dallu,Flooding,"Naxal near Dallu floods every rain. Water enters houses, furniture damaged. Need proper drainage.",en,2,1,3,WIP,2026-02-18,No
MG-00228,KMC-22,Hattisar,Naxal,Public Facilities,Park in Hattisar near Naxal has broken swings and rusted slides. Children getting injured. No maintenance.,en,1,0,1,New,2025-09-02,No
MG-00229,KMC-27,Gokarneshwor,Gokarneshwor,Traffic/Signals,Gokarneshwor ma traffic chaos xa broken signal le garda. Bihano 8-10 baje jam hunchha.,ne,3,5,3,WIP,2026-03-18,Yes
MG-00230,KMC-21,Dallu Chowk,Dallu,Water/Drainage,"Dallu Chowk ma paani aaudaina ni. Dallu ko pipe burst bhayo, sadak flooded xa. Help garnuhos.",ne,2,5,3,WIP,2025-05-25,No
MG-00231,KMC-2,Balambu,Nagarjun,Garbage/Sanitation,Kachra sankalann gardaina Balambu ma. Nagarjun ko छेउ pile bhairako xa. Urgent help!,ne,2,24,23,WIP,2025-07-02,Yes
MG-00232,KMC-19,Teku,Tripureshwor,Water/Drainage,"Water pipe burst near Tripureshwor in Teku. Street flooded, people walking in knee-deep water. Kids going school facing problem.",en,1,2,2,New,2025-05-01,No
MG-00233,KMC-31,Sankhamul,Sankhamul,Road/Pothole,"Sankhamul main road is completely damaged near Sankhamul. Heavy vehicles avoid the route, traffic jams forming daily.",en,2,0,8,WIP,2025-05-01,Yes
MG-00234,KMC-25,Gongabu,Gongabu Bus Park,Electricity,Frequent tripping of transformer in Gongabu. Appliances getting damaged. No response from NEA when called.,en,1,4,5,WIP,2026-01-17,No
MG-00235,KMC-7,Maitighar,Bhadrakali,Traffic/Signals,Maitighar ma traffic chaos xa broken signal le garda. Bihano 8-10 baje jam hunchha.,ne,3,11,18,WIP,2025-08-04,No
MG-00236,KMC-16,Jawalakhel,Jawalakhel,Water/Drainage,Drain blocked xa Jawalakhel najik. Paani sadak ma thulo pool ma bharyo. Mosquito breeding bhairako xa.,ne,3,7,5,New,2025-08-18,Yes
MG-00237,KMC-11,Bouddha,Bouddha,Garbage/Sanitation,"Garbage not collected for 3 days in Bouddha near Bouddha. Smell unbearable, stray dogs spreading waste everywhere.",en,1,11,10,New,2026-03-01,Yes
MG-00238,KMC-26,Machapokhari,Balaju Industrial Area,Public Facilities,"Bus stop at Machapokhari near Balaju Industrial Area has no roof, broken benches. Passengers standing in sun and rain.",en,3,0,2,WIP,2025-06-10,No
MG-00239,KMC-7,Maitighar,Bhadrakali,Water/Drainage,"Water leakage from main pipe at Bhadrakali. Water wasted daily, road always wet causing traffic problems.",en,2,4,16,New,2025-11-14,No
MG-00240,KMC-26,Balaju,Balaju Industrial Area,Traffic/Signals,KMC-26: Balaju traffic chaos due to broken signals. Morning rush hour gridlock from 8-10 AM.,en,3,0,5,New,2025-07-27,No
